Text,Text1,Text2,Text3
$386,/ 1br - ,"Heat Included, Large Closet, Dishwasher","
        
            QR Code Link to This Post
            
        
Toledo/Holland Suites – Extended Stay Hotel in Holland, OHLow Weekly & Monthly RatesFREE UtilitiesFree Premium Cable TVCall Now:  show contact info
Additional Information:www.siegelsuites.comApartment Home Features-Fully furnished units-Laundry facilities-Soaker Tub-Spacious Floorplans-Carpeted-High-speed wireless internet available-Sundeck and Lounge Area-Loft-Dishwasher-Large Closet-Close to shopping & dining-Dog ParkFree Siegel Reward ProgramEarn points every time you pay your rent or refer a friend. Use your points to treat yourself to free rent, food, movies, gift cards, and much more!Pet Policy20lb weight limit and aggressive breeds such as Pit Bulls and Rottweilers are prohibited.Managed by The Siegel GroupEqual Housing OpportunityPricing may include current special and is subject to change without notice.Siegel Suites Toledo/Holland: Low-Cost, Clean & Furnished Units - Close to Restaurants, Shopping, and More! MOVE IN TODAYCall Us! Move In Today! Available: Studio Suites**Low Weekly and Monthly Rates **Utilities Included**Fully Furnished**Premium Cable TV**No Lease Required Call Now:  show contact info
 VISIT www.siegelsuites.com Siegel Suites Toledo/Holland 6101 Trust Drive, Holland Ohio, 43528 Features and Amenities Pet/Dog Friendly Flat-screen TVs Kitchen with Full Sized Refrigerator Onsite Security High Speed Internet available Sparkling Pool Easy Access to I-475 Rewards Program, Covered Parking and More! Pet Policy We are pet friendly! 20.lb weight limit and breed restrictions apply. Call for details.Free Siegel Reward ProgramEarn points every time you pay your rent or refer a friend. Use your points to treat yourself to free rent, food, movies, gift cards, and much more!
    "
$550,/ 2br - ,Efficient 2 bedroom 1 bathroom home situated directly across,"
        
            QR Code Link to This Post
            
        
Efficient 2 bedroom 1 bathroom home situated directly across the street from Ottawa River Elementary School in Point Place. This property combines old school charm with modern upgrades/finishes. Brand new hard surface flooring throughout, natural woodwork (including awesome/original french doors), dining room, newer vinyl windows, double lot, detached garage, full basement, washer/dryer hookups, front and back decks, two driveways, and much more.


PLEASE STATE/MENTION THE ADDRESS OF THE PROPERTY IN YOUR INQUIRY

NAME: Jacob Wells
TEXT: (901) 306-04_85




    "
$600,/ 2br - ,Check Out This Home In The Growing City Of Sandusky! This Property Fea,"
        
            QR Code Link to This Post
            
        
2 Bedroom Single Story With Attached 1 Car Garage And Large Basement.  Newer Furnace, Newer Vinyl Windows, Stove, Frig, Washer And Dryer.  This Home Would Be A Great For An Investor Or First Time Home Buyers.  This Home Will Need Flooring Throughout And Work Completed In The Bathroom.
 Interior Features Include- Vaulted Ceiling in the living room, large windows, a formal dining room, hardwood floors, an eating area in the kitchen, a full basement, updated HVAC, and More! Exterior Features Include- 1 car attached garage, fenced-in back yard, and More! 
The Sophisticated Floor Plan Features A Character-filled Interior And Contains A Formal Dining Room, Home Office, Loft, Generous Living Spaces And 2 Bedrooms. A Foodie's Dream, This Spacious Beautifully Updated Kitchen Includes Stainless-steel Appliances, Corian Countertops And Cherry Cabinetry. The Grand Master Suite Is The Perfect Place To Dream And Features A Private Bathroom, Walk-in Closet, Observation Deck And Captivating Lake And Bay Views. Enjoy The Amazing Sunsets From Spacious Back Deck. Relax And Take In The Tranquil Ambience, Fabulous Lake And Bay Views From The Grand Observation Deck Right Off The Master Bedroom. Look No More. You've Found Excellent Waterfront Living. Plenty Of Things To Do, Just Minutes From The Famous Cedar Point Amusement Park And Sports Center, Sawmill Creek, And So Much More . A Short Drive To Great Shopping, Local Shops, Cafes, Bars, Restaurants, Grocery Stores, Lively Entertainment District, Sandusky Mall, Department Stores, And Nightlife.
    "
$400,/ 435ft2 - ,all furnishd apt,"
        
            QR Code Link to This Post
            
        
All furnished studio for rent in lake meadow apt complex weekly price 400$ paid each Monday long time preferred Wi-Fi parking gym office space electric hat cold water all included.  $1800 deposit + 1 week rent
    "
$386,/ 1br - ,"Kitchen Island, Large Closet, Air Conditioning","
        
            QR Code Link to This Post
            
        
Toledo/Holland Suites – Extended Stay Hotel in Holland, OHLow Weekly & Monthly RatesFREE UtilitiesFree Premium Cable TVCall Now:  show contact info
Additional Information:www.siegelsuites.comApartment Home Features-Close to shopping & dining-Free utilities included with stay-Flat screen TV-Dishwasher-Close to Airport-Granite Countertops-Disability Access-Bad Credit Ok-Swimming Pool-Laundry facilities-Large studio units-Ceiling FanFree Siegel Reward ProgramEarn points every time you pay your rent or refer a friend. Use your points to treat yourself to free rent, food, movies, gift cards, and much more!Pet Policy20lb weight limit and aggressive breeds such as Pit Bulls and Rottweilers are prohibited.Managed by The Siegel GroupEqual Housing OpportunityPricing may include current special and is subject to change without notice.Siegel Suites Toledo/Holland: Low-Cost, Clean & Furnished Units - Close to Restaurants, Shopping, and More! MOVE IN TODAYCall Us! Move In Today! Available: Studio Suites**Low Weekly and Monthly Rates **Utilities Included**Fully Furnished**Premium Cable TV**No Lease Required Call Now:  show contact info
 VISIT www.siegelsuites.com Siegel Suites Toledo/Holland 6101 Trust Drive, Holland Ohio, 43528 Features and Amenities Pet/Dog Friendly Flat-screen TVs Kitchen with Full Sized Refrigerator Onsite Security High Speed Internet available Sparkling Pool Easy Access to I-475 Rewards Program, Covered Parking and More! Pet Policy We are pet friendly! 20.lb weight limit and breed restrictions apply. Call for details.Free Siegel Reward ProgramEarn points every time you pay your rent or refer a friend. Use your points to treat yourself to free rent, food, movies, gift cards, and much more!
    "
$325,/ 6br - ,6 Bedroom Townhouse- 1 Home Left!! 🤩🏃‍♂️🏃‍♀️,"
        
            QR Code Link to This Post
            
        
Visit us online at: ArcadiaGroveApartments.com
What has your current apartment community done for you lately?
We’re not trying to brag….but look at all we offer at Arcadia Grove Apartments!

Community Features
Pool
Sundeck
24/7 Clubhouse
Fitness Center 
Carports Available
Business Center

Resident Services
Professional 24-hour emergency maintenance
Package receiving
Social events

Convenient Location
Minutes from US-131
Close to downtown Kalamazoo
Bronson Medical Center only minutes away
A short drive to Kalamazoo/Battle Creek International Airport
Nearby shopping, entertainment and dining

CALL TODAY or check us out on the web!
ArcadiaGroveApartments.com

Equal Housing Opportunity. Specials are based on availability and may expire or change at any time. Specials and discounts may not be combined. Rates are subject to change without advanced notice.
    "
$575,/ 2br - ,"$575 / 2br - 2 BEDROOM, 1 BATHROOM COMING AVAILABLE NOW!!","
        
            QR Code Link to This Post
            
        
All of our units are 2 bedroom 1 bathroom with 2 private entries. Each shared LARGE bedroom suite has a shared bathroom and shared entry to the apartment. These LARGE bedroom suites are so big you can share with your friend creating 2 semi-private spaces. These gorgeous luxury suites start at $880- with a flat rate utility of $95 per person for a large shared room!! Great for you . text us for more information Text  show contact info


We offer ROOMMATE MATCHING if you need roommates! text us for more information Text  show contact info


Each unit includes: Washer & Dryer, Dish Washer, Stainless Steel Appliances, Air Conditioning, Private Entry from rest of the unit and a 55"" smart flat screen TV.

Utilities Include: Wifi, Cable, Electric, Gas, Water, Landscaping, Admin Fees, On-Site & 24hr emergency maintenance and security.

Community Amenities Include: Year round heated pool and hot tub. Sun deck & gaming areas, Multiple Lounges & Study Rooms, Business Center with FREE PRINTING, 24/7 On-Site Gym & Weight Room, Indoor & out door bike racks.

text us for more information Text  show contact info

    "
$325,/ 6br - ,Find a new home and a new friend! Live near Campus! 🏫,"
        
            QR Code Link to This Post
            
        
Visit us online at: ArcadiaGroveApartments.com

Location, Location, LOCATION!
Arcadia Grove Apartments is located on Lafayette Avenue. All locations are just minutes to downtown Kalamazoo, Bronson Medical Center and US-131.

Arcadia Grove in Kalamazoo is near Western Michigan University. Our community is near dining, shopping, and entertainment – plus our residents have quick access to US-131!

We are near a variety of restaurants and bars including Sweetwater’s Donut Mill, Buffalo Wild Wings, Shawarma King, Chipotle and University Roadhouse.

We are also close to major employers, including Bronson Medical Center, WMU and Pfizer.

Call TODAY or check us out on the web!
www.ArcadiaGroveApartments.com

Equal Housing Opportunity. Specials are based on availability and may expire or change at any time. Specials and discounts may not be combined. Rates are subject to change without advanced notice.

    "
$610,/ 1br - 450ft2 - ,Lowest rates in the best part of town! Call us today!,"
        
            QR Code Link to This Post
            
        


-Onsite Management
-Laundry Facility
-Patio/Balcony
-Playground
-Fitness Center
-Efficient Heating and Cooling
-Garage
-Storage Units
-Garden Tub
-Stocked Pond
-Business Center
-Furnished Suites Available

Call:  show contact info


1200 E Elmwood Dr, Terre Haute, IN 47802

For more information, visit us at: https://livingmonarch.com/dgwvwene/willows-crossing

Equal Housing Opportunity. Specials are based on availability and may expire or change at any time. Specials and discounts may not be combined. Rates are subject to change without advance notice.
    "
$270,/ 1br - 500ft2 - ,Apartment Style Studios. Weekly Rental,"
        
            QR Code Link to This Post
            
        
InTown Suites Colerain offers everything you need to be right at home. For as little as $269.99 weekly. You can rent a furnished studio with full size refrigerator, two burner stove top, microwave and dinette table and chairs. We offer free cable and premium TV channels, high-speed internet, free local calling with voicemail and free weekly housekeeping. Plus, we never require a lease or credit check! Give us a call today to book your room or stop by and let us give you a tour.  show contact info

    "
$550,,ReoTown/Moores Park,"
        
            QR Code Link to This Post
            
        
Sparkling upper studio, one person only.  $575 includes utilities.  Walking distance from Moores Park and Reo Town.  Call  show contact info
 with questions or to make an appointment to view.
    "
$575,/ 4br - 1586ft2 - ,"Individual Spot Open in a Beautiful, Fully-Furnished Apartment!","
        
            QR Code Link to This Post
            
        
EXPERIENCE LUXURY LIVING AT THE ROCKS - Limited Spots Remaining! The Rocks is East Lansing's newest apartment community designed for Michigan State students. Each brand new apartment includes hardwood style flooring, granite countertops, stainless steel appliances, private bathrooms and much more! Limited spots remain for Fall 2021, Tour and sign today to lock in your apartment home before they are gone!  Call Now:  show contact info
Visit This Website to See More:https://greystar.leasehomenow.com/6vozc2 This is a 4 Bedroom, 4 Bath, approximately 1586 Sq. Ft. Features - Roommate Matching  - Modern Kitchens with Stainless Steel Appliances  - 24 hour Award Winning Property Management  - Individual Leases  - Private Balconies/Patios  - 9 Foot Ceilings Community Amenities - 24hr Activity/Club Room w/Lounge Areas, Study, & Billiards  - Covered Parking  - 24-hour Free Caffeinated Water  - Pet Friendly  - Ample Bicycle Parking  - Blazing Fast Wifi and Cable  - Bark Park  - Private Study Rooms  - On-Demand Printing  - State-of-the-Art 24-Hour Fitness Center Pet Policy We allow up to two pets per apartment home, certain breed restrictions apply, please call us for more details. Office Hours Monday-Friday:10:00AM-6:00PMThe Rocks 16970 Chandler Rd, East Lansing, MI, 48823rBhuIWcj3
    "
$465,/ 4br - ,"One room for rent by Tower Grove, Dec 1","
        
            QR Code Link to This Post
            
        
7-month room sublease (Dec 1st, 2022-- June 30th, 2023), with the option to stay month by month afterwards, by Missouri Botanical Garden. Price $465 per month. 

We (three grad students) are looking for one roommate who would like to occupy one bedroom, starting from Dec 1st, 2022. This is because one of our roommates is leaving at the end of Nov. Our address is 4448 Shaw Blvd. E., St. Louis, MO 63110. It's a four-bedroom, two-floored townhouse with a nice backyard, one block from the botanical garden. We welcome anyone interested, especially students/scholars. 

The room itself is on the first floor, and comes with its own spacious porch facing the backyard. Wood floors, zero carpet in the room. 

Super safe neighborhood, nice to walk to the beautiful Missouri Botanical Garden and the tower grove park. PLUS, you can get into the botanical garden at any time if you are a garden student. Close to the Hill Italian neighborhood, The Grove, and Manchester Ave, for plenty of bars and restaurants.

Grill and firepit for share in backyard. 
Central heat and central AC.
In-unit laundry is available. 
The BIG garden backyard is a bonus, you can plant whatever you want  
Utilities are not included in the price shown.
Public transport: Two of our roommates usually bike to washu in the summer. The closest metro is Central west end. There is a bus going to the metro right in front of our house (see last picture).

If interested, please contact  for more information.

    "
﻿$610,/ 1br - 450ft2 - ,The perfect floorplan for the perfect rate! Call WCIN today!,"
        
            QR Code Link to This Post
            
        


-Bark Park
-Playground
-High-Speed Internet Services Available
-Clubhouse
-Garden Tub
-Walk-In Closets
-Basketball Courts
-Business Center
-Flex Rent Payments
-Furnished Suites Available
-Storage Units
-Ceiling Fans

Call:  show contact info


1200 E Elmwood Dr, Terre Haute, IN 47802

For more information, visit us at: https://livingmonarch.com/e6jvvxdy/willows-crossing

Equal Housing Opportunity. Specials are based on availability and may expire or change at any time. Specials and discounts may not be combined. Rates are subject to change without advance notice.
    "
$550,/ 1br - 600ft2 - ,++One bedroom apartment in Alton --//-- Near restaurants and shopping!,"
        
            QR Code Link to This Post
            
        
One bedroom apartment in Alton - One bedroom main floor apartment located uptown Alton near restaurants and shopping. This apartment features large walk-in closet, off street parking. If you are interested please text me at:: show contact info

    "
$325,/ 6br - ,🌷🏠🏫 Beautiful Property 🌷🏠🏫,"
        
            QR Code Link to This Post
            
        
Visit us online at: ArcadiaGroveApartments.com
Arcadia Grove is the BEST value out there!
At Arcadia Grove you can enjoy spacious floor plans that offer many spectacular features and amenities to enjoy including our 24 hours clubhouse access and an spacious pool and sundeck.
We offer tours: walk-ins or by appointment to fit your daily schedule. We are open Monday-Friday 9am-6pm and Saturday 10am-4pm. Stop in today and tour your GORGEOUS new home!


LOOK AT ALL WE HAVE TO OFFER!
•	Pool
•	Sundeck
•	24/7 Clubhouse
•	Fitness Center
•	Tanning Bed
•	Conveniently located Laundry Centers
•	24-Hour Emergency Maintenance
•	Planned Social Activities

Visit us at our convenient location:
1324 Lafayette, Kalamazoo, MI 49006
Visit us online! 
www.ArcadiaGroveApartments.com
Equal Housing Opportunity. Specials are based on availability and may expire or change at any time. Specials and discounts may not be combined. Rates are subject to change without notice.

    "
$610,/ 1br - 480ft2 - ,2222 Hoagland Ave #C3 -Nice 1BD/1BA -Available Now!(*HOLIDAY SPECIAL*),"
        
            QR Code Link to This Post
            
        
This one bedroom apartment is located off of Hoagland Ave. This apartment is located on the third floor and features a remodeled kitchen that comes complete with a stove, refrigerator, and microwave. It also has ceramic tile and carpet throughout. There is also coin-op laundry located in the basement of the building. It is renting for only $610.00* per month, plus Electric. This unit is cat friendly. (Restrictions/Fees apply)

For any further questions regarding this home call Kaufmann Property Management at  show contact info
. Stop by our office located at 2216 South Calhoun Street and pick up a listing of properties or you can also check out our website at kpmhousing.com for a complete listing of rentals as well! (*Prices & Amenities Subject To Change*)

**COME IN AND VIEW THIS PROPERTY TODAY**

Regular Deposit - $610
*$50 SPECIAL DEPOSIT*
    "
$610,/ 1br - 520ft2 - ,2222 Hoagland Ave. #C2 - 1 BD/1BA Apt - Available Now!*HOLIDAY SPECIAL,"
        
            QR Code Link to This Post
            
        
You don't want to miss out on this great one bedroom apartment located off of Hoagland Ave. This apartment is located on the second floor and features a newer kitchen that comes complete with a stove, refrigerator and microwave. This apartment also features ceramic tile flooring, new carpet and coin laundry conveniently located in the building. This apartment is renting for only $610.00 per month, plus Electric. This unit is cat friendly. (Restrictions/Fees apply)

For any further questions regarding this property or to inquire about our application process call Kaufmann Property Management at  show contact info
. Stop by our office located at 2216 South Calhoun Street and pick up a listing of vacancies or view our website at www.kpmhousing.com! (*Prices & Amenities Subject To Change*)


**COME IN AND VIEW THIS PROPERTY TODAY**

Regular Deposit - $610
*$50 SPECIAL DEPOSIT*
    "
$495,/ 314ft2 - ,201 E Creighton Ave #3-Studio Apartment Available -(*HOLIDAY SPECIAL*),"
        
            QR Code Link to This Post
            
        
This small studio apartment located off of E. Creighton Avenue will not last long! It is located on the first floor and features wood floors, a new kitchen that comes complete with a stove and refrigerator, as well as coin laundry located in the basement of the building. This apartment is renting for just $495.00* per month with ALL UTILITIES INCLUDED! This apartment allows cats only (Restrictions/Fees Apply)

For any further questions regarding this property call Kaufmann Property Management at  show contact info
. Stop by our office located at 2216 South Calhoun Street and pick up a listing or view our website at www.kpmhousing.com for a complete listing of rentals as well!

**COME VIEW THIS PROPERTY TODAY**

REGULAR DEPOSIT -$495
SPECIAL DEPOSIT -$300
    "
$595,/ 1br - ,"Adorable 1 bedroom, 1 bath unit in quiet North Terre Haute","
        
            QR Code Link to This Post
            
        
This 1 bed, 1 bath unit is available now. Renovated earlier this year, it features newer carpet, paint and appliances. 

Monthly rent is $595, water and trash included! Tenant pays electric. Damage deposit of $595 is due upfront. 

Coin laundry is available on-site. 

Our application process is free. We do check prior rental history and criminal history. Come see this beautiful unit in peaceful north Terre Haute today!
    "
$386,/ 1br - ,"Granite Countertops, Large Closet, Swimming Pool","
        
            QR Code Link to This Post
            
        
Toledo/Holland Suites – Extended Stay Hotel in Holland, OHLow Weekly & Monthly RatesFREE UtilitiesFree Premium Cable TVCall Now:  show contact info
Additional Information:www.siegelsuites.comApartment Home Features-Loft-Close to Public Transportation-Spacious Floorplans-Easy freeway access-Fully furnished units-Granite Countertops-Close to Airport-Sparkling swimming pool-Heat Included-Bad Credit Ok-Kitchen Island-Siegel Rewards ProgramFree Siegel Reward ProgramEarn points every time you pay your rent or refer a friend. Use your points to treat yourself to free rent, food, movies, gift cards, and much more!Pet Policy20lb weight limit and aggressive breeds such as Pit Bulls and Rottweilers are prohibited.Managed by The Siegel GroupEqual Housing OpportunityPricing may include current special and is subject to change without notice.Siegel Suites Toledo/Holland: Low-Cost, Clean & Furnished Units - Close to Restaurants, Shopping, and More! MOVE IN TODAYCall Us! Move In Today! Available: Studio Suites**Low Weekly and Monthly Rates **Utilities Included**Fully Furnished**Premium Cable TV**No Lease Required Call Now:  show contact info
 VISIT www.siegelsuites.com Siegel Suites Toledo/Holland 6101 Trust Drive, Holland Ohio, 43528 Features and Amenities Pet/Dog Friendly Flat-screen TVs Kitchen with Full Sized Refrigerator Onsite Security High Speed Internet available Sparkling Pool Easy Access to I-475 Rewards Program, Covered Parking and More! Pet Policy We are pet friendly! 20.lb weight limit and breed restrictions apply. Call for details.Free Siegel Reward ProgramEarn points every time you pay your rent or refer a friend. Use your points to treat yourself to free rent, food, movies, gift cards, and much more!
    "
$386,/ 1br - ,"Heat Pump, Disability Access, Close to Schools","
        
            QR Code Link to This Post
            
        
Toledo/Holland Suites – Extended Stay Hotel in Holland, OHLow Weekly & Monthly RatesFREE UtilitiesFree Premium Cable TVCall Now:  show contact info
Additional Information:www.siegelsuites.comApartment Home Features-Heat Included-Pet Friendly-Private Balcony-Close to shopping & dining-Disability Access-Easy freeway access-Flexible Lease Terms Available-Large two bedroom 2 bath units-Loft-Laundry facilities-Laundry Facility-Kitchen IslandFree Siegel Reward ProgramEarn points every time you pay your rent or refer a friend. Use your points to treat yourself to free rent, food, movies, gift cards, and much more!Pet Policy20lb weight limit and aggressive breeds such as Pit Bulls and Rottweilers are prohibited.Managed by The Siegel GroupEqual Housing OpportunityPricing may include current special and is subject to change without notice.Siegel Suites Toledo/Holland: Low-Cost, Clean & Furnished Units - Close to Restaurants, Shopping, and More! MOVE IN TODAYCall Us! Move In Today! Available: Studio Suites**Low Weekly and Monthly Rates **Utilities Included**Fully Furnished**Premium Cable TV**No Lease Required Call Now:  show contact info
 VISIT www.siegelsuites.com Siegel Suites Toledo/Holland 6101 Trust Drive, Holland Ohio, 43528 Features and Amenities Pet/Dog Friendly Flat-screen TVs Kitchen with Full Sized Refrigerator Onsite Security High Speed Internet available Sparkling Pool Easy Access to I-475 Rewards Program, Covered Parking and More! Pet Policy We are pet friendly! 20.lb weight limit and breed restrictions apply. Call for details.Free Siegel Reward ProgramEarn points every time you pay your rent or refer a friend. Use your points to treat yourself to free rent, food, movies, gift cards, and much more!
    "
$386,/ 1br - ,"Easy freeway access, Close to Restaurants, Loft","
        
            QR Code Link to This Post
            
        
Toledo/Holland Suites – Extended Stay Hotel in Holland, OHLow Weekly & Monthly RatesFREE UtilitiesFree Premium Cable TVCall Now:  show contact info
Additional Information:www.siegelsuites.comApartment Home Features-Ceiling Fan-Disability Access-Flat screen TV-Air Conditioning-Microwave-Swimming Pool-Loft-Large Closet-Private Balcony-Siegel Rewards Program-Heat Included-Close to SchoolsFree Siegel Reward ProgramEarn points every time you pay your rent or refer a friend. Use your points to treat yourself to free rent, food, movies, gift cards, and much more!Pet Policy20lb weight limit and aggressive breeds such as Pit Bulls and Rottweilers are prohibited.Managed by The Siegel GroupEqual Housing OpportunityPricing may include current special and is subject to change without notice.Siegel Suites Toledo/Holland: Low-Cost, Clean & Furnished Units - Close to Restaurants, Shopping, and More! MOVE IN TODAYCall Us! Move In Today! Available: Studio Suites**Low Weekly and Monthly Rates **Utilities Included**Fully Furnished**Premium Cable TV**No Lease Required Call Now:  show contact info
 VISIT www.siegelsuites.com Siegel Suites Toledo/Holland 6101 Trust Drive, Holland Ohio, 43528 Features and Amenities Pet/Dog Friendly Flat-screen TVs Kitchen with Full Sized Refrigerator Onsite Security High Speed Internet available Sparkling Pool Easy Access to I-475 Rewards Program, Covered Parking and More! Pet Policy We are pet friendly! 20.lb weight limit and breed restrictions apply. Call for details.Free Siegel Reward ProgramEarn points every time you pay your rent or refer a friend. Use your points to treat yourself to free rent, food, movies, gift cards, and much more!
    "
$571,/ 1br - 640ft2 - ,"Patrol Service, Cable Ready, Swimming Pool","
        
            QR Code Link to This Post
            
        
Located in the desirable North Decatur area, within the Argenta-Oreana school district, Woodcrest is a combination of comfort and wonderful convenience. Engulfed with rich landscaping and tranquil grounds, these apartment homes are second to none…

At Woodcrest, we designed your home with your needs in mind. From fully equipped redesigned luxurious kitchens & bathrooms to our over-sized apartment homes, we offer carefree living at its best. Our community amenities include a business center, fitness center, sparkling oversize pool with sundeck, tennis and basketball courts for your enjoyment. Our maintenance staff is on call 24 hrs. for quick response to all situations. Our award winning team is ready to serve you, so stop by today and discover why Woodcrest should be your new home!

-Bike Storage
-Tile Flooring
-Playground
-Discounts for Students and Preferred Employers
-Window Coverings
-Dining Room
-Easy Access to Interstates
-Fitness Center
-Master Card, Visa, & Discover Cards Accepted
-Preferred Employer & Student Discounts Available
-Central Air Conditioning
-Laundry Facility

Call:  show contact info


For more information, visit us at: https://livewithm2.com/rehf7qke/woodcrest-apartments

Pricing and availability are subject to change.
    "
$265,/ 2br - ,**Charming and well cared home***,"
        
            QR Code Link to This Post
            
        
Charming and well cared for 1922 cottage in the highly desirable Historic Lockeland Springs neighborhood in East Nashville. Large fenced backyard, new deck, mature trees. New quartz counter tops and kitchen appliances. Original oak hardwood floors. Ample storage space in both attic and basement. This property is just a stone's throw from Lockeland Table and Urban Cowboy Public House. On a residential street, but is in short walking distance to Five Points with neighborhood dining, shopping, entertainment. Off street parking in driveway and close to the busline. An easy and short drive or bus to downtown, the Gulch, and Vanderbilt. For more details contact via TEXT (330) 776-81  10 Include Home Address.

    "
$465,/ 1br - 885ft2 - ,Large Living Rooms 1BED/1BATH APT for rent Available!!!,"
        
            QR Code Link to This Post
            
        
For a single Family or Student or teacher Second floor Large living NEWBURGH. unit features new white kitchen cabinets with butcher block countertops and breakfast bar. Open concept kitchen and living room. New samsung gas stove and refrigerator and built in microwave. Electric hot water and electric baseboard heat and new triple pane windows. Hookups for stackable washer/dryer. No pets or utilities included. Security and credit check required. No smoking please.: 412 342-84  76


If you are interested in getting it please Call or Text: 412 342-84  76
    "
$541,/ 1br - 575ft2 - ,"Tennis Courts, Dining Room, Business Center","
        
            QR Code Link to This Post
            
        
Located in the desirable North Decatur area, within the Argenta-Oreana school district, Woodcrest is a combination of comfort and wonderful convenience. Engulfed with rich landscaping and tranquil grounds, these apartment homes are second to none…

At Woodcrest, we designed your home with your needs in mind. From fully equipped redesigned luxurious kitchens & bathrooms to our over-sized apartment homes, we offer carefree living at its best. Our community amenities include a business center, fitness center, sparkling oversize pool with sundeck, tennis and basketball courts for your enjoyment. Our maintenance staff is on call 24 hrs. for quick response to all situations. Our award winning team is ready to serve you, so stop by today and discover why Woodcrest should be your new home!

-BBQ & Picnic Area
-Easy Access to Interstates
-Business Center
-Tennis Courts
-Dining Room
-Patrol Service
-Basketball Courts
-Cable Ready
-Conference Room
-Window Coverings
-Washer/Dryer
-Master Card, Visa, & Discover Cards Accepted

Call:  show contact info


For more information, visit us at: https://livewithm2.com/wq3l4lck/woodcrest-apartments

Pricing and availability are subject to change.
    "
$575,/ 4br - 1586ft2 - ,"Pet Friendly, Close to MSU Campus, CATA Bus Stop Nearby!!","
        
            QR Code Link to This Post
            
        
EXPERIENCE LUXURY LIVING AT THE ROCKS - Limited Spots Remaining! The Rocks is East Lansing's newest apartment community designed for Michigan State students. Each brand new apartment includes hardwood style flooring, granite countertops, stainless steel appliances, private bathrooms and much more! Limited spots remain for Fall 2021, Tour and sign today to lock in your apartment home before they are gone!  Call Now:  show contact info
Want more information on this unit? See link (below):https://greystar.leasehomenow.com/9o4o37 This is a 4 Bedroom, 4 Bath, approximately 1586 Sq. Ft. Features - 9 Foot Ceilings  - Modern Kitchens with Stainless Steel Appliances  - Private Balconies/Patios  - Roommate Matching  - 24 hour Award Winning Property Management  - Individual Leases Community Amenities - Ample Bicycle Parking  - Pet Friendly  - On-Demand Printing  - 24hr Activity/Club Room w/Lounge Areas, Study, & Billiards  - Private Study Rooms  - State-of-the-Art 24-Hour Fitness Center  - Bark Park  - 24-hour Free Caffeinated Water  - Blazing Fast Wifi and Cable  - Covered Parking Pet Policy We allow up to two pets per apartment home, certain breed restrictions apply, please call us for more details. Office Hours Monday-Friday:10:00AM-6:00PMThe Rocks 16970 Chandler Rd, East Lansing, MI, 48823CL9XidiJedHt
    "
$570,/ 2br - 964ft2 - ,SNEAK PEAK TO SPRING!$###,"
        
            QR Code Link to This Post
            
        
An incredible opportunity awaits you! Invoke your creative side in this home offering 2 bedroom and 1 bathrooms.
    "
$325,/ 6br - ,😺 🐶💕 Pets Welcome😺 🐶💕,"
        
            QR Code Link to This Post
            
        
Visit us online at: ArcadiaGroveApartments.com
What has your current apartment community done for you lately?
We’re not trying to brag….but look at all we offer at Arcadia Grove Apartments!

Community Features
Pool
Sundeck
24/7 Clubhouse
Fitness Center 
Carports Available
Business Center

Resident Services
Professional 24-hour emergency maintenance
Package receiving
Social events

Convenient Location
Minutes from US-131
Close to downtown Kalamazoo
Bronson Medical Center only minutes away
A short drive to Kalamazoo/Battle Creek International Airport
Nearby shopping, entertainment and dining

CALL TODAY or check us out on the web!
ArcadiaGroveApartments.com

Equal Housing Opportunity. Specials are based on availability and may expire or change at any time. Specials and discounts may not be combined. Rates are subject to change without advanced notice.

    "
$600,/ 1br - ,Apartment for Rent,"
        
            QR Code Link to This Post
            
        
996 Goss Avenue 
Apartment #2 
 
Split level unit
First Floor: Large eat-in size kitchen and 1 full bath
Upstairs: combined living room and bedroom
Large back yard

Rent is $600 per month + $600 deposit
Tenant pays utilities
Trash/Recycling provided
1 year lease minimum
Application and references required/Fee $40 per person
No Pet Policy
No Smoking

Contact by phone  show contact info

Apartment is shown by appointment
    "
$604,/ 1br - ,ONE BEDROOM AVAILABLE SOON! APPLY TODAY!!,"
        
            QR Code Link to This Post
            
        
Our community features and amenities are hard to beat! AVAILABLE NOW!! You are sure to love our pet friendly, spacious layouts. Our community offers a convenient location near major employers, shopping centers, entertainment and more!

Visit our website to check availability and apply online:

www.claircommonstoledo.com

Spacious Apartments are just one of the perks you are sure to enjoy as a valued Resident! Take a look below at all of the great additional perks that come with this apartment lifestyle.

Features and Amenities:

-Laundry facilities
-Community lawn
-Online conveniences
-Sufficient parking
-Trash removal
-Spacious one and two bedroom layouts
-Pet friendly accepting dogs and cats

Visit us today! You will find our community located off of Airport Hwy!
    "
